run,group,backbone,label_set,loss_variant,strategy,epoch,split,loss,ce_img,ce_expr,align,acc_img,acc_expr,macro_f1_img,macro_f1_expr,embed512
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,4,train,0.5647782797996814,0.44175567497045565,0.12302260368298261,0.0,0.6892027243589743,0.9164663461538461,,,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,4,val,2.752158570098877,1.2682166896820068,1.4839418592453002,0.0,0.3676,0.58,0.4032258486404747,0.42427743076074564,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,5,train,0.4916097804521903,0.40496094601276594,0.08664883281557988,0.0,0.7043269230769231,0.9412059294871795,,,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,5,val,2.853112014770508,1.2893245784759522,1.563787402534485,0.0,0.3612,0.5928,0.41158913251553464,0.4295658424983124,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,6,train,0.42431389139248776,0.3645241927260008,0.059789698188885666,0.0,0.7268629807692307,0.9596354166666666,,,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,6,val,2.806501614379883,1.1829865848541259,1.623515008354187,0.0,0.4284,0.6064,0.44028627029477707,0.4319660472898682,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,7,train,0.4061843095681606,0.3602447381768471,0.04593957036447067,0.0,0.7259615384615384,0.9689503205128205,,,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,7,val,2.8847851165771483,1.1968017753601075,1.6879833534240722,0.0,0.4084,0.6108,0.4450135908351433,0.43038969749463873,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,8,train,0.37168110467684573,0.3308878500874226,0.04079325521030487,0.0,0.7442908653846154,0.97265625,,,False
resnet50_crop128_8class_ce_only_11032366_6,loss_ablation,ResNet50,8-class,CE-only,frozen/default,8,val,2.950546519470215,1.1768442525863647,1.7737022453308104,0.0,0.4352,0.606,0.45830844559509337,0.41844127551947846,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,1,train,2.297290542186835,1.0846329071582892,0.9687147174890225,4.87885829118582,0.41816907051282054,0.45132211538461536,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,1,val,3.6790232040405275,1.6371675439834594,1.7868158227920532,5.100796798706055,0.2476,0.312,0.29131612893949554,0.2825263644882835,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,2,train,1.2064406122916784,0.6008300651342441,0.38846836124475187,4.342843826000507,0.6214943910256411,0.7597155448717948,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,2,val,3.1387600006103518,1.3404458292007446,1.5426130937576294,5.114021208190918,0.338,0.436,0.38096829227413304,0.3463881416547676,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,3,train,0.8855843689197149,0.4879289452846234,0.1937216024559278,4.078676346020821,0.6685697115384616,0.8680889423076923,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,3,val,2.9772856353759765,1.2597642946243286,1.4617685430526732,5.115055810546875,0.3612,0.5172,0.39673340209562263,0.39890816278946534,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,4,train,0.7626261313756307,0.44040418206117093,0.12788336189129415,3.8867716697546153,0.6909054487179487,0.9129607371794872,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,4,val,2.9685691535949705,1.2600945199966431,1.4553152526855468,5.063187448883057,0.37,0.578,0.4055416770283383,0.42576520943363216,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,5,train,0.6825061249427307,0.4044211376936008,0.09138569913995571,3.7339856318938427,0.7067307692307693,0.9379006410256411,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,5,val,3.0521744785308837,1.2730189834594727,1.5272324207305907,5.03846065826416,0.3648,0.5948,0.4097122001306668,0.4347519324697954,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,6,train,0.6085618822238384,0.3628008191784223,0.06515779527716148,3.612065348869715,0.7279647435897436,0.9551282051282052,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,6,val,2.994808424758911,1.1687091674804688,1.5743264314651488,5.0354564682006835,0.4296,0.6044,0.4420998436667901,0.4373946007970354,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,7,train,0.5871919362972944,0.35943959003839737,0.050884042699367575,3.537365977580731,0.7254607371794872,0.9669471153846154,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,7,val,3.0647558246612547,1.1832445810317993,1.632441948890686,4.981384908294678,0.4136,0.614,0.4472604122264083,0.4396862156065366,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,8,train,0.5443623474775217,0.3301733130445847,0.043146972019129835,3.420841165077992,0.7465945512820513,0.9720552884615384,,,False
resnet50_crop128_8class_infonce_l005_11032366_7,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.05,frozen/default,8,val,3.1366853481292725,1.1715058437347412,1.7149790851593019,5.004008139038086,0.4368,0.6096,0.4599011133386536,0.4263056530083371,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,1,train,2.5462857362551565,1.0894846625817127,0.9746979062373822,4.821031741606883,0.41576522435897434,0.4465144230769231,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,1,val,3.930703249359131,1.6409838243484498,1.789995828819275,4.997235620117188,0.2448,0.308,0.28912812980751323,0.2812414407809869,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,2,train,1.421533682407477,0.603998234638801,0.3971019438826121,4.2043349620623465,0.6198918269230769,0.7555088141025641,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,2,val,3.3631549327850343,1.3416788364410401,1.5229238479614258,4.985522203063965,0.338,0.4328,0.3782024801986602,0.3466247051404511,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,3,train,1.0836709867685268,0.4909285131173256,0.20367410473334482,3.890683650970459,0.6686698717948718,0.8622796474358975,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,3,val,3.2014200622558593,1.2626401679992676,1.443696376800537,4.950835050964355,0.3584,0.5148,0.3943338357445211,0.40040015071619317,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,4,train,0.9474575015214773,0.4419241841786947,0.138393728969953,3.6713958397889748,0.6901041666666666,0.9055488782051282,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,4,val,3.182091052246094,1.2570551544189452,1.4344946557998657,4.905412196350098,0.3692,0.572,0.40598092234341826,0.42828183185032337,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,5,train,0.8594561983377506,0.4062966669981296,0.10239782470923203,3.507617027331621,0.7061298076923077,0.9313902243589743,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,5,val,3.255851089859009,1.2660804012298583,1.5016554025650024,4.881153231811523,0.364,0.5908,0.41062177889291607,0.4355926697240077,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,6,train,0.7771113079327804,0.36424574236839247,0.07592199040720096,3.369435729124607,0.7292668269230769,0.9489182692307693,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,6,val,3.204226551437378,1.1700161924362182,1.5450589944839477,4.891513304138184,0.4312,0.5968,0.4431265194138114,0.43486025556663055,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,7,train,0.7506857223999805,0.3610955545535454,0.06175105455212104,3.278391095308157,0.7262620192307693,0.9591346153846154,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,7,val,3.260337239074707,1.1866213121414184,1.5899730030059815,4.837429196166992,0.4124,0.6092,0.44437969996367643,0.44078172575317565,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,8,train,0.6997042695681254,0.3324149808822534,0.05255531741736027,3.1473396252363157,0.7469951923076923,0.9670472756410257,,,False
resnet50_crop128_8class_infonce_l010_11032366_8,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.10,frozen/default,8,val,3.309894157791138,1.1685909999847413,1.6533199655532838,4.879832287597656,0.438,0.6008,0.4596583210520855,0.4306372510272169,False
